"David Filwood - CEO | TeleSoft Systems | People & Process Improvement For Contact Centers - TeleSoft Systems - Vancouver Island, British Columbia, CANADA - 11 to 50"
Enea Dervishi - Director Of Operations | Multilingual Outsourcing - Barrister Global Services Network - Albania - 201 to 500
